latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.493847,-0.1630249,1.0,3600,Europe/London,GMT+1

time,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_gusts_10m (km/h),cloud_cover (%)
2025-05-16T01:00,10.6,0.00,0.00,0.00,10.1,21.6,0
2025-05-16T02:00,9.4,0.00,0.00,0.00,9.7,21.2,0
2025-05-16T03:00,8.8,0.00,0.00,0.00,9.2,20.5,0
2025-05-16T04:00,8.2,0.00,0.00,0.00,9.1,19.1,0
2025-05-16T05:00,7.8,0.00,0.00,0.00,8.7,18.7,0
2025-05-16T06:00,7.8,0.00,0.00,0.00,8.4,18.0,0
2025-05-16T07:00,8.7,0.00,0.00,0.00,6.2,16.6,0
2025-05-16T08:00,10.3,0.00,0.00,0.00,7.2,19.8,0
2025-05-16T09:00,12.3,0.00,0.00,0.00,7.7,22.0,0
2025-05-16T10:00,14.3,0.00,0.00,0.00,8.7,25.2,0
2025-05-16T11:00,16.2,0.00,0.00,0.00,9.6,28.1,0
2025-05-16T12:00,17.4,0.00,0.00,0.00,10.7,31.0,3
2025-05-16T13:00,17.9,0.00,0.00,0.00,11.1,32.8,5
2025-05-16T14:00,17.5,0.00,0.00,0.00,9.8,32.8,6
2025-05-16T15:00,18.2,0.00,0.00,0.00,10.3,30.2,5
2025-05-16T16:00,18.7,0.00,0.00,0.00,12.4,33.8,11
2025-05-16T17:00,18.3,0.00,0.00,0.00,14.1,37.1,10
2025-05-16T18:00,17.6,0.00,0.00,0.00,13.6,37.1,0
2025-05-16T19:00,16.5,0.00,0.00,0.00,13.1,34.9,1
2025-05-16T20:00,14.8,0.00,0.00,0.00,13.2,33.1,0
2025-05-16T21:00,13.0,0.00,0.00,0.00,13.3,32.0,5
2025-05-16T22:00,11.8,0.00,0.00,0.00,14.1,32.8,83
2025-05-16T23:00,11.6,0.00,0.00,0.00,14.6,34.6,100
2025-05-17T00:00,11.6,0.00,0.00,0.00,13.8,34.9,100
2025-05-17T01:00,11.4,0.00,0.00,0.00,12.4,32.0,15
2025-05-17T02:00,10.7,0.00,0.00,0.00,10.2,29.5,12
2025-05-17T03:00,10.1,0.00,0.00,0.00,9.7,23.4,13
2025-05-17T04:00,9.5,0.00,0.00,0.00,10.1,22.0,15
2025-05-17T05:00,9.1,0.00,0.00,0.00,10.1,22.0,100
2025-05-17T06:00,9.4,0.00,0.00,0.00,11.9,26.6,100
2025-05-17T07:00,9.9,0.00,0.00,0.00,13.8,32.4,100
2025-05-17T08:00,10.7,0.00,0.00,0.00,13.6,33.5,100
2025-05-17T09:00,11.7,0.00,0.00,0.00,13.6,34.2,91
2025-05-17T10:00,13.1,0.00,0.00,0.00,12.7,33.8,46
2025-05-17T11:00,14.6,0.00,0.00,0.00,11.7,33.1,69
2025-05-17T12:00,16.3,0.00,0.00,0.00,10.1,32.0,36
2025-05-17T13:00,17.4,0.00,0.00,0.00,8.8,29.5,10
2025-05-17T14:00,17.8,0.00,0.00,0.00,10.2,29.9,96
2025-05-17T15:00,18.2,0.00,0.00,0.00,9.8,30.2,7
2025-05-17T16:00,18.5,0.00,0.00,0.00,8.5,29.2,8
2025-05-17T17:00,18.8,0.00,0.00,0.00,7.1,26.3,8
2025-05-17T18:00,18.8,0.00,0.00,0.00,7.2,22.7,5
2025-05-17T19:00,18.3,0.00,0.00,0.00,9.4,24.5,2
2025-05-17T20:00,17.2,0.00,0.00,0.00,11.0,26.3,0
2025-05-17T21:00,16.3,0.00,0.00,0.00,8.7,26.3,0
2025-05-17T22:00,15.7,0.00,0.00,0.00,6.0,19.1,0
2025-05-17T23:00,15.3,0.00,0.00,0.00,5.0,10.8,0
2025-05-18T00:00,14.4,0.00,0.00,0.00,7.2,14.0,0
2025-05-18T01:00,13.0,0.00,0.00,0.00,7.5,15.5,0
2025-05-18T02:00,11.3,0.00,0.00,0.00,8.3,18.7,11
2025-05-18T03:00,10.3,0.00,0.00,0.00,7.7,18.7,80
2025-05-18T04:00,9.8,0.00,0.00,0.00,7.7,18.0,100
2025-05-18T05:00,9.7,0.00,0.00,0.00,8.7,20.5,84
2025-05-18T06:00,9.4,0.00,0.00,0.00,9.2,22.3,45
2025-05-18T07:00,9.5,0.00,0.00,0.00,9.1,23.0,100
2025-05-18T08:00,10.1,0.00,0.00,0.00,9.7,25.2,100
2025-05-18T09:00,11.3,0.00,0.00,0.00,9.1,25.9,64
2025-05-18T10:00,13.1,0.00,0.00,0.00,8.0,25.2,24
2025-05-18T11:00,14.4,0.00,0.00,0.00,7.3,24.5,37
2025-05-18T12:00,15.6,0.00,0.00,0.00,8.1,25.9,70
2025-05-18T13:00,16.8,0.00,0.00,0.00,8.4,27.0,23
2025-05-18T14:00,15.1,0.00,0.00,0.00,7.9,27.0,100
2025-05-18T15:00,15.9,0.00,0.00,0.00,8.1,26.3,78
2025-05-18T16:00,16.5,0.00,0.00,0.00,7.0,25.9,63
2025-05-18T17:00,17.2,0.00,0.00,0.00,6.6,23.0,67
2025-05-18T18:00,17.8,0.00,0.00,0.00,7.7,22.7,45
2025-05-18T19:00,17.9,0.00,0.00,0.00,8.4,23.0,69
2025-05-18T20:00,17.2,0.00,0.00,0.00,12.9,29.9,89
2025-05-18T21:00,15.0,0.00,0.00,0.00,12.6,33.8,29
2025-05-18T22:00,13.4,0.00,0.00,0.00,10.1,29.5,11
2025-05-18T23:00,12.3,0.00,0.00,0.00,8.5,24.5,39
2025-05-19T00:00,12.1,0.00,0.00,0.00,7.9,20.2,98
2025-05-19T01:00,12.0,0.00,0.00,0.00,6.3,19.1,68
2025-05-19T02:00,11.5,0.00,0.00,0.00,8.0,21.2,69
2025-05-19T03:00,11.4,0.00,0.00,0.00,7.6,19.1,44
2025-05-19T04:00,11.2,0.00,0.00,0.00,8.9,20.9,100
2025-05-19T05:00,10.7,0.00,0.00,0.00,10.5,24.5,100
2025-05-19T06:00,10.6,0.00,0.00,0.00,9.0,24.5,85
2025-05-19T07:00,10.9,0.00,0.00,0.00,8.0,22.0,15
2025-05-19T08:00,12.0,0.00,0.00,0.00,9.3,24.8,50
2025-05-19T09:00,13.5,0.00,0.00,0.00,8.4,25.2,75
2025-05-19T10:00,14.8,0.00,0.00,0.00,8.6,25.9,68
2025-05-19T11:00,15.5,0.00,0.00,0.00,10.5,28.8,86
2025-05-19T12:00,16.6,0.10,0.10,0.00,11.5,30.2,100
2025-05-19T13:00,18.0,0.10,0.10,0.00,13.0,34.6,100
2025-05-19T14:00,19.0,0.00,0.00,0.00,14.9,38.5,58
2025-05-19T15:00,19.3,0.00,0.00,0.00,14.6,39.2,23
2025-05-19T16:00,19.7,0.00,0.00,0.00,13.8,37.8,23
2025-05-19T17:00,19.2,0.00,0.00,0.00,13.8,36.4,18
2025-05-19T18:00,18.6,0.00,0.00,0.00,13.4,36.0,15
2025-05-19T19:00,17.6,0.00,0.00,0.00,12.5,34.2,14
2025-05-19T20:00,16.5,0.00,0.00,0.00,11.7,31.7,9
2025-05-19T21:00,15.3,0.00,0.00,0.00,11.1,28.1,2
2025-05-19T22:00,14.6,0.00,0.00,0.00,10.0,25.6,1
2025-05-19T23:00,13.9,0.00,0.00,0.00,10.4,22.7,1
2025-05-20T00:00,13.0,0.00,0.00,0.00,10.0,22.7,1
2025-05-20T01:00,12.2,0.00,0.00,0.00,9.0,21.2,1
2025-05-20T02:00,11.0,0.00,0.00,0.00,8.5,18.7,0
2025-05-20T03:00,10.3,0.00,0.00,0.00,8.5,17.3,0
2025-05-20T04:00,9.8,0.00,0.00,0.00,8.7,17.6,0
2025-05-20T05:00,9.3,0.00,0.00,0.00,8.5,17.6,0
2025-05-20T06:00,9.2,0.00,0.00,0.00,7.5,17.3,0
2025-05-20T07:00,10.0,0.00,0.00,0.00,6.1,16.2,0
2025-05-20T08:00,11.8,0.00,0.00,0.00,6.4,18.7,0
2025-05-20T09:00,14.1,0.00,0.00,0.00,6.7,20.9,0
2025-05-20T10:00,16.4,0.00,0.00,0.00,6.9,22.3,0
2025-05-20T11:00,18.3,0.00,0.00,0.00,6.8,23.4,37
2025-05-20T12:00,19.8,0.00,0.00,0.00,6.5,23.4,51
2025-05-20T13:00,21.1,0.00,0.00,0.00,5.0,23.0,77
2025-05-20T14:00,21.8,0.00,0.00,0.00,2.7,16.9,100
2025-05-20T15:00,22.4,0.00,0.00,0.00,3.0,16.2,100
2025-05-20T16:00,22.7,0.00,0.00,0.00,3.8,16.9,100
2025-05-20T17:00,22.4,0.00,0.00,0.00,7.8,23.8,100
2025-05-20T18:00,21.2,0.00,0.00,0.00,11.5,30.6,100
2025-05-20T19:00,20.3,0.00,0.00,0.00,7.8,30.6,100
2025-05-20T20:00,19.9,0.00,0.00,0.00,5.3,20.5,100
2025-05-20T21:00,18.2,0.00,0.00,0.00,10.5,24.5,100
2025-05-20T22:00,17.1,0.00,0.00,0.00,8.7,25.6,100
2025-05-20T23:00,16.6,0.00,0.00,0.00,6.2,20.9,100
